

2010年1月
1,先負
2,仏滅
3,大安
4,赤口
5,先勝
6,友引
7,先負
8,仏滅
9,大安
10,赤口
11,先勝
12,友引
13,先負
14,仏滅
15,赤口
16,先勝
17,友引
18,先負
19,仏滅
20,大安
21,赤口
22,先勝
23,友引
24,先負
25,仏滅
26,大安
27,赤口
28,先勝
29,友引
30,先負
31,仏滅

2010年2月
1,大安
2,赤口
3,先勝
4,友引
5,先負
6,仏滅
7,大安
8,赤口
9,先勝
10,友引
11,先負
12,仏滅
13,大安
14,先勝
15,友引
16,先負
17,仏滅
18,大安
19,赤口
20,先勝
21,友引
22,先負
23,仏滅
24,大安
25,赤口
26,先勝
27,友引
28,先負

2010年3月
1,仏滅
2,大安
3,赤口
4,先勝
5,友引
6,先負
7,仏滅
8,大安
9,赤口
10,先勝
11,友引
12,先負
13,仏滅
14,大安
15,赤口
16,友引
17,先負
18,仏滅
19,大安
20,赤口
21,先勝
22,友引
23,先負
24,仏滅
25,大安
26,赤口
27,先勝
28,友引
29,先負
30,仏滅
31,大安

2010年4月
1,赤口
2,先勝
3,友引
4,先負
5,仏滅
6,大安
7,赤口
8,先勝
9,友引
10,先負
11,仏滅
12,大安
13,赤口
14,先負
15,仏滅
16,大安
17,赤口
18,先勝
19,友引
20,先負
21,仏滅
22,大安
23,赤口
24,先勝
25,友引
26,先負
27,仏滅
28,大安
29,赤口
30,先勝

2010年5月
1,友引
2,先負
3,仏滅
4,大安
5,赤口
6,先勝
7,友引
8,先負
9,仏滅
10,大安
11,赤口
12,先勝
13,友引
14,仏滅
15,大安
16,赤口
17,先勝
18,友引
19,先負
20,仏滅
21,大安
22,赤口
23,先勝
24,友引
25,先負
26,仏滅
27,大安
28,赤口
29,先勝
30,友引
31,先負

2010年6月
1,仏滅
2,大安
3,赤口
4,先勝
5,友引
6,先負
7,仏滅
8,大安
9,赤口
10,先勝
11,友引
12,大安
13,赤口
14,先勝
15,友引
16,先負
17,仏滅
18,大安
19,赤口
20,先勝
21,友引
22,先負
23,仏滅
24,大安
25,赤口
26,先勝
27,友引
28,先負
29,仏滅
30,大安

2010年7月
1,赤口
2,先勝
3,友引
4,先負
5,仏滅
6,大安
7,赤口
8,先勝
9,友引
10,先負
11,仏滅
12,赤口
13,先勝
14,友引
15,先負
16,仏滅
17,大安
18,赤口
19,先勝
20,友引
21,先負
22,仏滅
23,大安
24,赤口
25,先勝
26,友引
27,先負
28,仏滅
29,大安
30,赤口
31,先勝

2010年8月
1,友引
2,先負
3,仏滅
4,大安
5,赤口
6,先勝
7,友引
8,先負
9,仏滅
10,先勝
11,友引
12,先負
13,仏滅
14,大安
15,赤口
16,先勝
17,友引
18,先負
19,仏滅
20,大安
21,赤口
22,先勝
23,友引
24,先負
25,仏滅
26,大安
27,赤口
28,先勝
29,友引
30,先負
31,仏滅

2010年9月
1,大安
2,赤口
3,先勝
4,友引
5,先負
6,仏滅
7,大安
8,友引
9,先負
10,仏滅
11,大安
12,赤口
13,先勝
14,友引
15,先負
16,仏滅
17,大安
18,赤口
19,先勝
20,友引
21,先負
22,仏滅
23,大安
24,赤口
25,先勝
26,友引
27,先負
28,仏滅
29,大安
